donation_id,supporter_id,donation_date,amount_gbp,campaign_code,payment_method,gift_aid,refunded
9369,3057,2025-01-03,25,CMP0100,Direct Debit,1,0
7296,2379,2025-06-16,50,CMP0132,Cash,0,0
4245,1407,2022-12-19,50,CMP0175,Direct Debit,1,0
1249,410,2026-01-20,10,CMP0142,Cash,1,0
8209,2682,2026-06-29,20,CMP0023,Cheque,1,0
9696,3168,2018-12-09,200,CMP0049,Cash,0,0
11696,3775,2023-08-29,40,CMP0127,Direct Debit,0,0
800,259,2024-12-05,40,CMP0015,Standing Order,0,0
8564,2790,2026-06-02,20,CMP0113,Online,1,0
12314,4015,2026-01-12,10,CMP0003,Direct Debit,0,0
2408,817,2025-03-14,100,CMP0040,Online,1,0
9728,3178,2025-01-13,20,CMP0127,Standing Order,1,0
9678,3163,2025-09-22,25,CMP0146,Cash,0,0
1610,543,2021-06-29,375.0,CMP0026,Card,0,0
4082,1359,2023-02-26,15.0,CMP0179,Online,0,0
417,137,2024-08-19,10,CMP0022,Standing Order,1,0
1744,586,2022-07-17,15,CMP0116,Cash,0,0
7252,2369,2026-07-10,15,CMP0117,Direct Debit,0,0
10867,3530,2026-05-04,375.0,CMP0035,Cash,0,0
2028,674,2022-06-19,10,CMP0002,Cash,1,0
11304,3653,2024-11-12,150.0,CMP0148,Online,0,0
5453,1796,2023-08-29,15,CMP0016,Cheque,1,0
11276,3644,2023-10-03,20,CMP0114,Cash,1,0
7943,2588,2026-01-27,50,CMP0177,Standing Order,0,0
1301,426,2020-10-31,50,CMP0108,Card,1,0
8301,2713,2022-12-31,200,CMP0103,Cash,1,0
7818,2552,2022-11-01,100,CMP0003,Cheque,1,0
6428,2120,2024-04-23,50,CMP0045,Cheque,0,0
10523,3433,2025-06-04,100,CMP0010,Standing Order,1,0
6892,2259,2025-10-27,50,CMP0041,Cheque,0,0
1083,359,2025-06-05,15,CMP0133,Direct Debit,1,0
8762,2866,2020-10-07,100,CMP0026,Cheque,0,0
5594,1837,2023-12-06,22.5,CMP0149,Online,0,0
529,169,2025-06-06,150.0,CMP0115,Card,0,0
1680,566,2020-07-03,100,CMP0159,Online,0,0
6838,2249,2023-04-27,10,CMP0044,Online,1,0
2328,797,2026-06-15,25,CMP0008,Cash,0,0
5161,1705,2026-06-26,20,CMP0051,Cash,0,0
5471,1801,2024-11-03,50,CMP0159,Card,1,0
2190,734,2024-04-20,20,CMP0043,Direct Debit,0,0
1106,366,2026-06-01,25,CMP0043,Cheque,1,0
6793,2232,2026-04-17,100,CMP0010,Card,0,0
2071,691,2026-08-05,20,CMP0179,Standing Order,0,0
5175,1712,2025-05-23,100,CMP0084,Card,1,0
11570,3730,2024-09-23,100,CMP0190,Card,1,0
11352,3661,2021-02-22,50,CMP0087,Cheque,0,0
4045,1346,2017-11-19,10,CMP0179,Cheque,0,0
5193,1718,2024-04-20,50,CMP0166,Cheque,1,0
6186,2035,2026-04-19,25,CMP0032,Direct Debit,1,0
7691,2511,2025-11-12,30.0,CMP0078,Cheque,0,0
7204,2354,2023-07-21,25,CMP0179,Direct Debit,1,0
8849,2892,2025-12-25,30.0,CMP0142,Card,1,0
855,281,2020-10-24,20,CMP0173,Cheque,0,0
4950,1641,2026-06-12,30,CMP0064,Online,1,0
1158,384,2023-03-07,25,CMP0049,Direct Debit,0,0
7143,2337,2024-09-24,30,CMP0005,Cash,1,0
12245,3984,2025-01-11,15,CMP0007,Standing Order,1,0
4852,1609,2021-07-23,10,CMP0146,Cash,1,0
9280,3033,2023-03-21,15,CMP0082,Cash,0,0
1218,402,2019-11-16,15,CMP0163,Cash,1,0
6659,2197,2020-04-18,10,CMP0122,Card,0,0
10258,3350,2022-09-08,100,CMP0137,Direct Debit,0,0
7242,2366,2026-05-06,200,CMP0185,Online,0,0
8652,2825,2024-07-11,7.5,CMP0169,Online,1,0
11090,3589,2024-05-13,25,CMP0175,Standing Order,0,0
11455,3698,2026-02-11,25,CMP0005,Standing Order,0,0
19,3,2019-03-02,5,CMP0162,Cash,0,0
7630,2493,2023-07-30,250,CMP0011,Cash,1,0
10171,3326,2023-06-26,10,CMP0044,Cash,1,0
8860,2894,2022-06-15,25,CMP0100,Cash,1,0
11466,3701,2026-05-03,37.5,CMP0109,Card,1,0
6478,2138,2022-02-08,15,CMP0024,Online,0,0
5936,1941,2023-06-23,100,CMP0145,Cash,1,0
2005,670,2024-12-06,20,CMP0111,Cash,0,0
2267,760,2022-08-18,375.0,CMP0119,Cheque,0,0
9053,2958,2022-02-01,100,CMP0184,Standing Order,1,0
3589,1207,2020-07-22,25,CMP0041,Online,0,0
8662,2829,2026-08-11,22.5,CMP0122,Cheque,1,0
9008,2943,2025-09-05,10,CMP0160,Card,1,0
3615,1214,2025-11-29,100,CMP0175,Cash,1,1
5639,1849,2024-02-05,150.0,CMP0122,Standing Order,0,0
9490,3097,2024-01-16,20,CMP0136,Standing Order,0,0
9626,3140,2021-09-02,10,CMP0156,Cheque,0,0
248,74,2026-04-14,30.0,CMP0093,Cheque,0,0
4497,1498,2025-03-25,5,CMP0051,Standing Order,0,0
11033,3578,2018-10-18,10,CMP0049,Cash,1,0
2694,915,2025-08-28,15.0,CMP0187,Cash,1,0
4961,1643,2025-10-24,50,CMP0056,Online,1,0
882,291,2024-06-24,50,CMP0116,Cheque,0,0
5103,1691,2025-06-10,50,CMP0180,Online,1,0
3495,1169,2022-07-21,100,CMP0076,Cheque,0,0
2534,856,2025-06-10,50,CMP0169,Cheque,1,0
10536,3436,2022-08-24,50,CMP0039,Standing Order,0,0
2210,739,2022-03-20,10,CMP0096,Card,0,0
1838,621,2022-11-27,25,CMP0147,Card,1,0
2665,900,2026-06-07,250,CMP0011,Direct Debit,1,0
3444,1154,2025-06-10,25,CMP0046,Online,1,0
11518,3720,2025-03-02,20,CMP0032,Standing Order,0,0
503,159,2025-11-02,37.5,CMP0164,Cash,0,0
2916,996,2024-05-09,15,CMP0105,Online,1,0
8243,2690,2024-12-15,10,CMP0055,Card,0,0
7968,2595,2025-12-10,10,CMP0059,Card,0,0
4414,1464,2022-07-09,15,CMP0112,Standing Order,0,0
2386,814,2023-03-20,500,CMP0104,Online,1,0
4074,1355,2026-06-04,150.0,CMP0119,Direct Debit,0,0
3768,1264,2024-02-28,50,CMP0115,Card,1,0
10784,3503,2025-09-18,50,CMP9538,Cheque,0,0
4932,1637,2019-07-18,100,CMP0125,Direct Debit,0,0
1115,372,2025-04-15,375.0,CMP0121,Online,1,0
901,300,2026-08-08,5,CMP0027,Card,0,0
7329,2389,2024-08-21,10,CMP0029,Online,1,0
3332,1118,2023-06-14,50,CMP0067,Cheque,0,0
9459,3086,2025-06-10,40,CMP0141,Direct Debit,0,0
8581,2795,2025-09-23,375.0,CMP0133,Cash,1,0
7674,2505,2025-07-17,15,CMP0152,Direct Debit,0,0
8101,2640,2022-11-29,250,CMP0151,Card,1,0
8612,2811,2020-05-07,50,CMP0161,Online,1,0
6297,2073,2024-06-26,20,CMP0113,Card,0,0
2431,821,2019-01-17,100,CMP0014,Cheque,1,0
8660,2827,2025-02-18,37.5,CMP0103,Cash,1,1
649,203,2025-05-14,20,CMP0032,Card,1,0
10484,3413,2022-07-09,15.0,CMP0091,Standing Order,0,0
8435,2751,2019-04-11,375.0,CMP0029,Online,1,0
6751,2223,2025-03-23,15.0,CMP0040,Card,0,0
6562,2172,2024-04-23,50,CMP0166,Direct Debit,1,0
8525,2779,2025-08-23,10,CMP0041,Standing Order,0,0
5674,1863,2025-03-10,75.0,CMP0154,Cheque,0,0
2446,824,2025-07-13,20,CMP0013,Direct Debit,1,0
9913,3238,2025-07-28,500,CMP0122,Direct Debit,0,0
1928,646,2023-05-03,250,CMP0014,Cheque,1,0
9491,3097,2019-09-28,30,CMP0138,Cash,0,0
2035,675,2024-08-13,15,CMP0107,Online,1,0
3063,1036,2025-01-15,100,CMP0096,Standing Order,1,0
8336,2723,2026-07-03,200,CMP0036,Online,1,0
11549,3727,2026-08-10,20,CMP0039,Standing Order,1,0
4680,1565,2023-12-18,25,CMP0148,Standing Order,0,0
9524,3107,2023-09-04,5,CMP0020,Cheque,0,0
8233,2689,2023-08-11,100,CMP0088,Online,1,0
3889,1304,2024-03-09,250,CMP0053,Card,1,0
2865,977,2022-06-12,10,CMP0179,Standing Order,1,0
8522,2777,2024-10-23,200,CMP0045,Direct Debit,1,0
3413,1142,2026-01-06,50,CMP0095,Cash,0,0
7062,2312,2020-05-05,50,CMP0076,Card,0,0
9816,3204,2020-01-05,250,CMP0016,Cash,1,0
10551,3441,2024-07-22,30,CMP0081,Cheque,0,0
8456,2756,2023-05-17,500,CMP0110,Cash,1,0
11073,3586,2025-03-17,20,CMP0067,Online,0,0
4953,1643,2024-11-28,250,CMP0002,Cash,0,0
2141,715,2026-01-01,7.5,CMP0042,Direct Debit,0,0
6547,2166,2025-03-05,100,CMP0082,Cheque,0,0
1146,382,2024-01-13,5,CMP0146,Direct Debit,1,0
5644,1852,2024-10-14,5,CMP0127,Cheque,0,0
4843,1609,2025-04-03,15,CMP0006,Cash,1,0
2313,785,2022-06-19,5,CMP0159,Cheque,0,0
14,3,2019-01-23,50,CMP0099,Standing Order,1,0
6169,2023,2021-08-20,50,CMP0056,Direct Debit,0,0
7688,2509,2022-10-09,5,CMP0031,Cash,0,0
8065,2628,2026-02-10,30.0,CMP0076,Card,1,0
9143,2982,2019-04-12,25,CMP0016,Direct Debit,0,0
8543,2784,2020-02-10,100,CMP0131,Standing Order,1,0
11668,3760,2026-06-25,40,CMP0079,Direct Debit,1,1
606,195,2023-05-25,100,CMP0133,Standing Order,0,0
2113,701,2025-11-19,250,CMP0113,Card,0,0
344,109,2025-07-09,5,CMP0134,Cheque,0,0
2157,719,2022-09-06,10,CMP0069,Cheque,1,0
3757,1262,2024-09-17,10,CMP0020,Card,1,0
1236,406,2021-12-20,150.0,CMP0137,Direct Debit,1,0
9156,2989,2024-10-16,20,CMP0177,Card,1,0
1400,467,2024-05-18,50,CMP0044,Card,0,0
10751,3496,2025-11-07,100,CMP0024,Standing Order,1,0
121,36,2026-05-17,20,CMP0031,Cheque,0,0
7205,2354,2021-02-27,5,CMP0066,Standing Order,1,0
5073,1683,2021-06-27,50,CMP0125,Card,1,0
9932,3249,2025-12-01,20,CMP0151,Standing Order,1,0
1089,361,2023-11-07,100,CMP0019,Cheque,0,0
11942,3879,2025-12-25,75.0,CMP0016,Direct Debit,0,0
8098,2640,2018-03-23,250,CMP0069,Cash,1,0
6903,2265,2025-07-31,20,CMP0184,Standing Order,1,0
1117,375,2022-05-22,100,CMP0039,Cash,1,0
9523,3107,2019-12-26,50,CMP0070,Card,1,0
1650,554,2023-03-03,25,CMP0109,Cheque,1,0
1329,437,2026-05-31,100,CMP0078,Direct Debit,0,0
2343,802,2025-11-17,37.5,CMP0005,Direct Debit,0,0
8784,2871,2024-07-04,15,CMP0142,Direct Debit,0,0
6497,2149,2026-03-16,375.0,CMP0175,Card,0,0
11714,3785,2020-02-22,25,CMP0171,Card,1,0
3879,1300,2026-07-28,30.0,CMP0125,Cash,0,0
7725,2523,2024-12-22,100,CMP0123,Standing Order,0,0
3568,1195,2026-01-22,15.0,CMP0027,Cash,1,0
5698,1870,2023-05-09,22.5,CMP0160,Standing Order,1,0
5717,1875,2026-06-26,250,CMP0024,Cheque,0,0
5739,1882,2023-09-04,7.5,CMP0026,Cheque,1,0
7875,2571,2022-12-08,375.0,CMP0159,Direct Debit,0,0
12157,3957,2024-02-29,20,CMP0174,Standing Order,0,0
1074,355,2023-05-27,375.0,CMP0045,Cash,1,0
4667,1561,2026-04-30,7.5,CMP0180,Direct Debit,1,0
1271,416,2022-02-21,50,CMP0128,Standing Order,0,0
10310,3368,2025-08-30,100,CMP0172,Direct Debit,0,0
9016,2943,2021-04-14,15,CMP0077,Cash,1,0
2898,987,2019-08-04,10,CMP0097,Online,0,0
8870,2898,2025-09-13,250,CMP0175,Online,1,0
11699,3777,2023-10-20,250,CMP0190,Direct Debit,0,0
1859,625,2021-07-25,15,CMP0035,Standing Order,0,0
1163,384,2024-09-27,20,CMP0022,Cheque,0,0
10372,3382,2023-08-25,10,CMP0135,Card,1,0
1694,571,2025-10-04,250,CMP0156,Card,0,0
11598,3735,2022-09-29,50,CMP0009,Card,1,0
1994,668,2025-05-12,100,CMP0031,Cheque,1,0
3761,1263,2024-08-04,50,CMP0159,Standing Order,1,0
7572,2476,2023-12-18,25,CMP0168,Cheque,0,0
3145,1061,2024-06-28,20,CMP0112,Cheque,1,0
9338,3046,2020-12-22,10,CMP0118,Card,1,0
2651,892,2026-06-20,20,CMP0111,Cheque,0,0
7490,2444,2023-01-31,15,CMP0165,Cheque,0,0
8292,2711,2017-09-09,100,CMP0129,Cash,1,0
3251,1094,2023-06-27,100,CMP0160,Standing Order,0,0
6443,2126,2023-09-03,10,CMP0075,Cash,0,0
10825,3517,2023-12-23,15,CMP0007,Direct Debit,1,0
9535,3112,2023-01-27,20,CMP0006,Online,1,0
8634,2819,2019-01-24,250,CMP0081,Card,0,0
4534,1507,2025-09-06,10,CMP0160,Standing Order,0,0
11675,3765,2023-03-20,375.0,CMP0127,Online,0,0
9335,3046,2024-03-25,50,CMP0112,Cheque,0,0
1026,341,2024-08-09,10,CMP0075,Card,0,0
7874,2570,2026-07-29,30.0,CMP0015,Card,0,0
1359,445,2024-07-11,100,CMP0050,Card,1,0
3591,1207,2023-11-14,25,CMP0023,Cheque,1,0
11537,3724,2024-07-11,10,CMP0139,Online,1,0
1538,520,2025-09-05,5,CMP0186,Cash,0,0
1383,454,2023-04-30,15,CMP0012,Cheque,0,0
6126,1998,2026-01-04,40,CMP0031,Online,0,0
1454,484,2026-07-08,7.5,CMP0174,Direct Debit,1,0
4181,1387,2025-03-01,250,CMP0124,Card,0,0
5923,1938,2020-10-05,40,CMP0116,Online,0,0
4618,1543,2023-12-20,15.0,CMP0023,Cheque,0,0
6777,2229,2025-01-06,250,CMP0161,Cheque,0,0
4948,1640,2026-04-02,25,CMP0004,Direct Debit,1,0
9468,3089,2024-06-12,7.5,CMP0048,Cash,1,0
3805,1274,2022-05-06,50,CMP0167,Cheque,0,0
11083,3587,2026-05-07,7.5,CMP0151,Direct Debit,0,0
10937,3547,2022-01-30,20,CMP0017,Cash,0,0
4997,1656,2024-03-29,500,CMP0080,Card,0,0
12345,219,2026-02-12,5,CMP0106,Cash,1,0
2460,831,2026-04-27,50,CMP0182,Cheque,1,0
7515,2455,2024-12-03,30.0,CMP0084,Online,0,0
3843,1287,2025-07-14,50,CMP0084,Cheque,1,0
5896,1932,2024-04-10,375.0,CMP0038,Card,1,0
7005,2294,2025-07-04,75.0,CMP0139,Cash,0,0
7292,2378,2023-11-25,25,CMP0001,Standing Order,1,0
3943,1320,2023-11-21,15,CMP0030,Card,0,0
8267,2702,2025-08-21,30.0,CMP0021,Cheque,0,0
9181,2996,2023-10-14,500,CMP0036,Direct Debit,1,0
8524,2779,2024-12-09,15,CMP0069,Direct Debit,1,0
1631,550,2022-02-25,20,CMP0007,Cash,0,0
8956,2928,2025-11-29,5,CMP0174,Standing Order,0,0
5275,1746,2025-11-01,20,CMP0023,Direct Debit,0,0
6703,2212,2022-04-29,15,CMP0143,Card,1,0
8240,2690,2025-01-12,15.0,CMP0061,Direct Debit,0,0
6585,2178,2022-07-22,40,CMP0123,Card,0,1
8072,2632,2024-12-27,5,CMP0077,Online,1,0
3070,1038,2025-12-09,15,CMP0171,Standing Order,1,0
7400,2416,2025-12-18,100,CMP0003,Online,1,0
8790,2871,2020-11-29,30,CMP0070,Cheque,1,0
8234,2689,2023-12-14,5,CMP0064,Cheque,0,0
6390,2108,2025-11-17,250,CMP0084,Cash,1,0
5145,1703,2026-05-24,15,CMP0090,Card,1,0
595,191,2026-07-30,40,CMP0186,Online,0,0
153,46,2022-02-21,20,CMP0053,Online,1,0
12373,2710,2024-01-24,100,CMP0178,Cheque,0,0
4877,1620,2018-06-29,5,CMP0155,Standing Order,1,0
11055,3584,2019-08-05,50,CMP0169,Online,1,0
7763,2535,2025-05-27,5,CMP0012,Online,1,0
3857,1291,2018-11-15,30,CMP0070,Card,0,0
8158,2656,2024-07-25,5,CMP0035,Cheque,0,0
3376,1129,2024-04-22,10,CMP0132,Card,0,0
1474,492,2024-11-19,37.5,CMP0025,Online,0,1
5187,1716,2025-04-22,22.5,CMP0056,Standing Order,0,0
2211,739,2025-10-10,5,CMP0031,Standing Order,1,0
8290,2710,2023-09-08,15,CMP0024,Online,0,0
7299,2382,2025-09-14,200,CMP0086,Cash,1,0
11763,3808,2025-09-09,5,CMP0048,Online,0,0
5866,1922,2025-02-20,15,CMP0044,Online,0,1
3593,1207,2020-09-19,50,CMP0052,Standing Order,1,0
181,51,2025-12-31,25,CMP0128,Card,1,0
5297,1754,2025-08-05,20,CMP0051,Direct Debit,1,0
10433,3400,2024-01-05,15,CMP0059,Standing Order,1,0
10106,3309,2025-05-12,10,CMP0010,Standing Order,1,0
10132,3319,2023-09-24,10,CMP0082,Cash,0,0
9944,3253,2024-10-06,15,CMP0116,Standing Order,1,0
7171,2344,2026-02-07,500,CMP0131,Cash,1,0
2607,881,2019-01-16,100,CMP0005,Standing Order,1,0
4530,1506,2021-10-10,20,CMP0191,Cheque,0,0
10973,3558,2025-10-25,100,CMP0144,Standing Order,0,0
1080,357,2026-06-26,20,CMP0035,Standing Order,0,0
1121,376,2025-07-01,5,CMP0084,Cheque,1,0
4416,1466,2024-11-11,22.5,CMP0132,Standing Order,1,0
2935,1001,2022-11-01,100,CMP0066,Direct Debit,1,0
6971,2284,2024-04-15,5,CMP0166,Direct Debit,0,0
847,279,2024-11-17,25,CMP0072,Direct Debit,1,0
906,302,2025-10-27,22.5,CMP0111,Standing Order,1,0
8185,2669,2018-07-30,75.0,CMP0085,Cheque,1,0
12054,3923,2023-05-17,20,CMP0063,Online,0,0
4393,1462,2024-01-19,37.5,CMP0086,Direct Debit,0,0
1212,397,2022-08-10,15,CMP0065,Online,0,0
9628,3142,2026-05-10,30.0,CMP0039,Direct Debit,1,0
8704,2849,2022-12-12,5,CMP0048,Standing Order,1,0
4889,1628,2024-06-14,150.0,CMP0076,Direct Debit,1,0
1032,342,2023-06-08,20,CMP0051,Online,1,0
3298,1107,2022-12-26,20,CMP0157,Standing Order,1,0
4196,1394,2017-03-17,22.5,CMP0032,Standing Order,1,0
1259,414,2025-10-31,50,CMP0143,Card,0,0
11814,3829,2026-07-15,25,CMP0003,Cheque,0,0
6964,2283,2023-03-10,50,CMP0035,Direct Debit,0,0
10177,3327,2026-05-07,250,CMP0011,Online,0,0
5962,1953,2025-06-13,25,CMP0140,Standing Order,1,0
1495,500,2024-06-19,50,CMP0155,Standing Order,1,0
8479,2764,2024-02-11,100,CMP0117,Cash,0,0
6604,2181,2020-07-23,75.0,CMP0139,Cash,0,0
9205,3003,2022-11-28,375.0,CMP0154,Direct Debit,1,0
5715,1873,2024-06-13,10,CMP0141,Cheque,1,0
1676,566,2023-04-28,20,CMP0127,Direct Debit,1,0
10482,3413,2022-08-16,20,CMP0067,Standing Order,0,0
10405,3391,2026-07-26,250,CMP0158,Online,1,0
2383,814,2026-06-04,30,CMP0005,Direct Debit,0,0
11016,3573,2023-11-14,250,CMP0167,Card,0,0
6335,2090,2024-06-24,20,CMP0021,Card,1,0
1180,388,2021-08-01,30,CMP0078,Cash,0,0
9426,3072,2022-05-11,25,CMP0019,Card,0,0
5087,1686,2024-03-29,50,CMP0145,Direct Debit,0,0
11914,3868,2025-12-07,25,CMP0022,Standing Order,1,0
608,195,2023-03-28,50,CMP0085,Cash,0,0
4999,1657,2024-09-23,100,CMP0104,Cash,1,0
5980,1958,2024-03-01,40,CMP0135,Online,0,0
8720,2850,2022-01-28,75.0,CMP0050,Cheque,0,0
6842,2250,2026-05-08,40,CMP0033,Card,1,0
2287,773,2024-06-14,100,CMP0191,Card,0,0
8141,2653,2026-06-26,20,CMP0088,Standing Order,1,1
10815,3516,2022-11-17,5,CMP0100,Cash,0,0
4870,1617,2022-01-28,15,CMP0134,Cash,0,0
12340,3702,2023-07-02,100,CMP0048,Cheque,0,0
11827,3835,2025-12-19,250,CMP0085,Online,1,0
9218,3008,2022-08-25,22.5,CMP0140,Direct Debit,0,0
8123,2649,2022-11-24,15,CMP0063,Cheque,1,0
784,256,2025-07-27,100,CMP0129,Cheque,1,0
11038,3578,2019-08-04,25,CMP0094,Standing Order,1,0
10022,3281,2019-12-17,5,CMP0024,Standing Order,0,0
10586,3453,2026-01-17,50,CMP0078,Direct Debit,1,0
1361,445,2024-12-07,15.0,CMP0042,Direct Debit,1,0
222,61,2025-11-09,200,CMP0069,Direct Debit,0,0
204,54,2025-03-23,25,CMP0029,Card,1,1
5430,1792,2026-01-14,10,CMP0161,Cash,0,0
7238,2366,2022-08-30,10,CMP0190,Cash,0,0
7666,2500,2025-12-28,150.0,CMP0070,Cash,1,0
5121,1698,2023-07-07,5,CMP0110,Online,0,0
11954,3884,2025-09-08,20,CMP0073,Direct Debit,0,0
4229,1401,2023-11-27,150.0,CMP0037,Cash,1,0
6963,2282,2021-07-09,30,CMP0162,Standing Order,0,0
6234,2050,2025-03-06,25,CMP0002,Card,1,0
7422,2424,2020-03-06,50,CMP0084,Standing Order,0,0
7634,2493,2026-08-06,200,CMP0007,Cheque,1,0
7088,2318,2025-10-17,15,CMP0011,Cheque,1,0
10306,3368,2022-06-27,20,CMP0130,Cheque,1,0
11897,3862,2026-07-17,20,CMP0098,Card,1,0
9372,3061,2023-04-07,25,CMP0095,Online,0,0
11845,3847,2017-12-05,15,CMP0083,Direct Debit,0,0
7908,2577,2026-05-13,100,CMP0088,Direct Debit,0,0
4394,1462,2022-10-19,20,CMP0125,Cheque,1,0
8206,2680,2024-02-16,50,CMP0066,Direct Debit,1,0
2091,694,2019-08-21,250,CMP0098,Card,1,0
7728,2525,2024-08-09,50,CMP0146,Standing Order,1,0
2041,679,2026-06-11,50,CMP0134,Online,0,0
6027,1973,2026-08-04,5,CMP0011,Online,0,0
4180,1385,2025-06-16,10,CMP0167,Cash,1,0
4272,1415,2023-10-13,50,CMP0158,Cash,0,0
7805,2549,2023-10-16,10,CMP0059,Cash,1,0
6601,2181,2025-06-26,150.0,CMP0009,Direct Debit,1,0
3023,1024,2025-10-05,250,CMP0121,Card,1,0
11358,3664,2024-06-29,7.5,CMP0167,Direct Debit,1,0
9855,3215,2021-12-07,37.5,CMP0130,Online,1,0
2308,783,2026-07-07,200,CMP0131,Standing Order,0,0
7048,2306,2026-02-18,15.0,CMP0122,Direct Debit,1,0
11285,3647,2024-01-27,15,CMP0145,Standing Order,1,0
8407,2746,2025-04-28,100,CMP0165,Standing Order,0,0
2677,903,2023-01-14,25,CMP0010,Direct Debit,1,0
8345,2724,2019-10-09,75.0,CMP0128,Cheque,0,0
7115,2325,2025-03-19,10,CMP0031,Cheque,1,0
11380,3670,2022-01-11,10,CMP0136,Standing Order,1,0
621,197,2024-05-16,15.0,CMP0189,Cash,1,0
7231,2363,2022-04-01,25,CMP0070,Standing Order,1,0
8891,2900,2025-09-15,200,CMP0029,Standing Order,0,0
2921,999,2019-10-13,37.5,CMP0053,Online,0,0
10933,3546,2023-10-29,20,CMP0143,Card,0,0
3908,1308,2025-08-26,50,CMP0192,Online,0,0
7035,2305,2026-01-15,150.0,CMP0136,Direct Debit,1,0
11239,3631,2019-05-14,500,CMP0160,Card,0,0
11558,3727,2026-06-24,100,CMP0078,Card,1,0
1536,518,2024-08-28,100,CMP0101,Direct Debit,0,0
8226,2687,2025-10-04,5,CMP0023,Direct Debit,0,0
6171,2023,2025-03-04,100,CMP0043,Direct Debit,0,0
3162,1064,2024-06-10,150.0,CMP0086,Cash,0,0
7560,2471,2019-05-06,10,CMP0003,Card,0,0
8810,2875,2026-07-21,100,CMP0001,Standing Order,1,0
7487,2443,2021-07-31,250,CMP0118,Direct Debit,0,0
951,319,2022-06-17,20,CMP0026,Cheque,0,0
9950,3256,2023-09-14,10,CMP0123,Standing Order,0,0
10963,3555,2021-09-11,50,CMP0022,Standing Order,0,0
1743,585,2019-03-08,20,CMP0064,Online,0,0
1503,505,2024-05-11,50,CMP0129,Cash,1,0
8242,2690,2024-11-12,25,CMP0091,Cheque,1,0
12324,4016,2022-07-10,5,CMP0061,Cash,1,0
6202,2041,2023-08-26,15,CMP0059,Card,0,0
4267,1415,2021-11-25,30.0,CMP0075,Card,1,0
1833,619,2023-04-06,30.0,CMP0189,Online,0,0
7445,2430,2026-03-20,250,CMP0143,Cheque,0,0
2776,948,2023-07-29,20,CMP0088,Cash,0,0
2654,892,2021-07-08,20,CMP0178,Card,0,0
12173,3960,2024-10-04,75.0,CMP0175,Card,1,0
1861,625,2019-08-01,20,CMP0182,Card,1,0
3893,1304,2025-02-03,100,CMP0107,Standing Order,1,0
10424,3394,2021-09-20,20,CMP0164,Standing Order,1,0
10402,3391,2025-05-28,100,CMP0110,Standing Order,1,0
1457,485,2020-03-22,375.0,CMP0114,Standing Order,0,0
3983,1333,2025-09-23,75.0,CMP0121,Standing Order,0,0
9152,2988,2026-01-10,75.0,CMP0173,Cash,0,0
7535,2467,2023-09-27,150.0,CMP0102,Direct Debit,1,0
2330,797,2024-03-13,10,CMP0062,Cheque,0,0
3528,1180,2022-01-25,20,CMP0015,Online,1,0
11894,3858,2025-11-07,30.0,CMP0163,Cheque,0,0
1534,518,2025-07-06,20,CMP0070,Cheque,0,0
10535,3436,2024-09-02,75.0,CMP0018,Direct Debit,0,0
6979,2288,2025-05-22,50,CMP0139,Direct Debit,0,0
4794,1599,2025-08-05,25,CMP0064,Standing Order,1,0
145,44,2023-05-18,10,CMP0155,Direct Debit,0,0
34,11,2026-06-19,100,CMP0027,Cash,1,0
2495,849,2020-03-29,25,CMP0171,Card,0,0
1374,450,2025-05-21,10,CMP0145,Online,1,0
2818,962,2021-12-29,15,CMP0123,Card,1,0
4100,1360,2023-11-08,250,CMP0039,Card,0,0
3653,1224,2023-01-24,375.0,CMP0190,Online,0,0
11873,3854,2026-05-09,20,CMP0109,Card,0,0
12136,3952,2023-12-11,25,CMP0078,Cheque,1,0
6893,2259,2021-06-29,25,CMP0040,Direct Debit,1,0
7755,2532,2025-03-05,75.0,CMP0102,Online,1,0
7370,2401,2018-04-29,250,CMP0015,Online,0,0
9844,3211,2025-09-21,22.5,CMP0006,Cheque,1,0
12019,3905,2019-07-28,30,CMP0049,Direct Debit,1,0
3580,1203,2023-07-28,40,CMP0072,Cash,0,0
2965,1009,2026-07-15,15,CMP0078,Card,1,0
11400,3677,2025-02-14,10,CMP0050,Card,1,0
7902,2577,2026-01-19,10,CMP0179,Standing Order,0,0
7030,2302,2022-12-07,22.5,CMP0124,Cheque,0,0
11502,3714,2023-11-23,10,CMP0038,Cheque,1,0
6502,2150,2025-02-25,250,CMP0170,Standing Order,0,0
6886,2258,2025-11-20,100,CMP0157,Online,0,0
2233,747,2019-08-28,-40,CMP0002,Card,0,0
319,98,2018-04-04,15,CMP0088,Cash,0,0
9197,2999,2018-12-17,15.0,CMP0028,Online,0,0
11801,3824,2022-03-07,50,CMP0034,Online,1,0
2003,670,2023-11-15,50,CMP0129,Online,1,0
1846,623,2020-11-17,100,CMP0167,Online,0,0
7051,2307,2025-06-30,20,CMP0163,Cheque,0,0
5240,1735,2024-08-27,500,CMP0102,Card,1,0
3263,1097,2025-02-02,15,CMP0182,Online,1,0
10723,3491,2023-03-26,50,CMP0068,Standing Order,1,0
1288,422,2021-02-22,75.0,CMP0008,Card,0,0
1752,587,2019-05-14,40,CMP0165,Cash,1,0
8740,2859,2024-08-23,50,CMP0022,Online,1,0
11032,3578,2020-10-06,7.5,CMP0016,Online,1,0
