activity_id,campaign_code,supporter_id,sent_date,opened,clicked,unsubscribed
13805,CMP0120,3710,2025-07-15,0,0,0
13806,CMP0120,91,2025-07-15,0,0,0
13807,CMP0120,3322,2025-07-15,0,0,0
13808,CMP0120,1355,2025-07-15,0,0,0
13809,CMP0120,1261,2025-07-15,0,0,0
13810,CMP0120,1852,2025-07-15,0,0,0
13811,CMP0120,2722,2025-07-15,0,0,0
13812,CMP0120,1478,2025-07-15,1,1,0
13813,CMP0120,438,2025-07-15,0,0,0
13814,CMP0120,3228,2025-07-15,1,0,0
13815,CMP0120,212,2025-07-15,1,0,0
13816,CMP0120,2312,2025-07-15,0,0,0
13817,CMP0120,1034,2025-07-15,0,0,0
13818,CMP0120,2855,2025-07-15,0,0,0
13819,CMP0120,105,2025-07-15,1,0,0
13820,CMP0120,3711,2025-07-15,0,0,0
13821,CMP0120,3222,2025-07-15,0,0,0
13822,CMP0120,3253,2025-07-15,0,0,0
13823,CMP0120,3641,2025-07-15,0,0,0
13824,CMP0120,219,2025-07-15,0,0,0
13825,CMP0120,192,2025-07-15,1,0,0
13826,CMP0120,1885,2025-07-15,0,0,0
13827,CMP0120,1502,2025-07-15,0,0,0
13828,CMP0120,2443,2025-07-15,1,0,0
13829,CMP0120,352,2025-07-15,1,0,0
13830,CMP0120,3033,2025-07-15,0,0,0
13831,CMP0120,3916,2025-07-15,1,0,0
13832,CMP0120,1935,2025-07-15,1,0,0
13833,CMP0120,1234,2025-07-15,0,0,0
13834,CMP0120,811,2025-07-15,1,0,0
13835,CMP0120,2570,2025-07-15,0,0,0
13836,CMP0120,2336,2025-07-15,1,0,0
13837,CMP0120,180,2025-07-15,0,0,0
13838,CMP0120,510,2025-07-15,1,0,0
13839,CMP0120,3189,2025-07-15,0,0,0
13840,CMP0120,2464,2025-07-15,1,0,0
13841,CMP0120,2998,2025-07-15,0,0,0
13842,CMP0120,1661,2025-07-15,0,0,0
13843,CMP0120,985,2025-07-15,0,0,0
13844,CMP0120,2757,2025-07-15,1,0,0
13845,CMP0120,2095,2025-07-15,0,0,0
13846,CMP0120,683,2025-07-15,1,0,0
13847,CMP0120,3415,2025-07-15,0,0,0
13848,CMP0120,3660,2025-07-15,0,0,0
13849,CMP0120,1719,2025-07-15,1,1,0
13850,CMP0120,3401,2025-07-15,0,0,0
13851,CMP0120,2660,2025-07-15,1,0,0
13852,CMP0120,4003,2025-07-15,1,0,0
13853,CMP0120,3793,2025-07-15,0,0,0
13854,CMP0120,2287,2025-07-15,0,0,0
13855,CMP0120,2546,2025-07-15,1,0,0
13856,CMP0120,3960,2025-07-15,0,0,0
13857,CMP0120,2849,2025-07-15,0,0,0
13858,CMP0120,303,2025-07-15,0,0,0
13859,CMP0120,316,2025-07-15,0,0,0
13860,CMP0120,3174,2025-07-15,1,0,0
13861,CMP0120,1858,2025-07-15,0,0,0
13862,CMP0120,641,2025-07-15,0,0,0
13863,CMP0120,568,2025-07-15,0,0,0
13864,CMP0120,3817,2025-07-15,0,0,0
13865,CMP0120,3015,2025-07-15,0,0,0
13866,CMP0120,3984,2025-07-15,0,0,0
13867,CMP0120,1474,2025-07-15,1,1,0
13868,CMP0120,3801,2025-07-15,1,0,0
13869,CMP0120,2506,2025-07-15,0,0,0
13870,CMP0120,1446,2025-07-15,0,0,0
13871,CMP0120,3213,2025-07-15,0,0,0
13872,CMP0120,2520,2025-07-15,0,0,0
13873,CMP0120,3871,2025-07-15,1,0,0
13874,CMP0120,2905,2025-07-15,0,0,0
13875,CMP0120,2265,2025-07-15,0,0,0
13876,CMP0120,1462,2025-07-15,0,0,0
13877,CMP0120,584,2025-07-15,1,0,0
13878,CMP0120,1983,2025-07-15,0,0,0
13879,CMP0120,2359,2025-07-15,0,0,0
13880,CMP0120,34,2025-07-15,0,0,0
13881,CMP0120,3866,2025-07-15,0,0,0
13882,CMP0120,1793,2025-07-15,0,0,0
13883,CMP0120,571,2025-07-15,0,0,0
13884,CMP0120,2166,2025-07-15,1,0,0
13885,CMP0120,209,2025-07-15,0,0,0
13886,CMP0120,3177,2025-07-15,0,0,0
13887,CMP0120,136,2025-07-15,0,0,0
13888,CMP0120,326,2025-07-15,0,0,0
13889,CMP0120,3407,2025-07-15,1,0,0
13890,CMP0120,882,2025-07-15,0,0,0
13891,CMP0120,3477,2025-07-15,0,0,0
13892,CMP0120,2232,2025-07-15,0,0,0
13893,CMP0120,1614,2025-07-15,0,0,0
13894,CMP0120,2406,2025-07-15,0,0,0
13895,CMP0120,3355,2025-07-15,0,0,0
13896,CMP0120,1170,2025-07-15,0,0,0
13897,CMP0120,1985,2025-07-15,0,0,0
13898,CMP0120,1674,2025-07-15,1,0,0
13899,CMP0120,3666,2025-07-15,0,0,0
13900,CMP0120,3698,2025-07-15,0,0,0
13901,CMP0120,2658,2025-07-15,0,0,1
13902,CMP0120,2148,2025-07-15,0,0,0
13903,CMP0120,2256,2025-07-15,0,0,0
13904,CMP0120,2583,2025-07-15,0,0,0
13905,CMP0120,20,2025-07-15,0,0,0
13906,CMP0120,1601,2025-07-15,0,0,0
13907,CMP0120,3857,2025-07-15,0,0,0
13908,CMP0120,2429,2025-07-15,0,0,0
13909,CMP0120,736,2025-07-15,0,0,0
13910,CMP0120,333,2025-07-15,0,0,0
13911,CMP0120,962,2025-07-15,0,0,0
13912,CMP0120,3798,2025-07-15,1,0,0
13913,CMP0120,398,2025-07-15,0,0,0
13914,CMP0120,3278,2025-07-15,0,0,0
13915,CMP0120,1538,2025-07-15,0,0,0
13916,CMP0120,2156,2025-07-15,0,0,0
13917,CMP0120,1840,2025-07-15,0,0,0
13918,CMP0120,1051,2025-07-15,1,0,0
13919,CMP0120,3394,2025-07-15,0,0,0
13920,CMP0120,2651,2025-07-15,1,0,0
13921,CMP0120,572,2025-07-15,1,0,0
13922,CMP0120,697,2025-07-15,1,1,0
13923,CMP0120,2976,2025-07-15,0,0,0
13924,CMP0120,1652,2025-07-15,1,1,0
13925,CMP0120,3904,2025-07-15,0,0,0
13926,CMP0120,1293,2025-07-15,0,0,0
13927,CMP0120,2249,2025-07-15,0,0,0
13928,CMP0120,3953,2025-07-15,0,0,0
13929,CMP0120,1142,2025-07-15,0,0,0
13930,CMP0120,550,2025-07-15,1,0,0
13931,CMP0120,2201,2025-07-15,0,0,0
13932,CMP0120,428,2025-07-15,0,0,0
13933,CMP0120,1292,2025-07-15,0,0,0
13934,CMP0120,2652,2025-07-15,0,0,0
13935,CMP0120,836,2025-07-15,1,1,0
13936,CMP0120,3112,2025-07-15,1,1,0
13937,CMP0120,498,2025-07-15,0,0,0
13938,CMP0120,2320,2025-07-15,0,0,0
13939,CMP0120,419,2025-07-15,0,0,0
13940,CMP0120,3087,2025-07-15,1,1,0
13941,CMP0120,2003,2025-07-15,1,1,0
13942,CMP0120,2957,2025-07-15,0,0,0
13943,CMP0120,1452,2025-07-15,0,0,0
13944,CMP0120,2007,2025-07-15,1,0,0
13945,CMP0120,3484,2025-07-15,1,0,0
13946,CMP0120,3738,2025-07-15,0,0,0
13947,CMP0120,2039,2025-07-15,0,0,0
13948,CMP0120,418,2025-07-15,1,0,0
13949,CMP0120,1220,2025-07-15,0,0,0
13950,CMP0120,860,2025-07-15,0,0,0
13951,CMP0120,3343,2025-07-15,1,0,0
13952,CMP0120,490,2025-07-15,0,0,0
13953,CMP0120,1109,2025-07-15,0,0,0
13954,CMP0120,977,2025-07-15,0,0,0
13955,CMP0120,2447,2025-07-15,1,1,0
13956,CMP0120,391,2025-07-15,1,1,0
13957,CMP0120,3554,2025-07-15,1,1,1
13958,CMP0120,2845,2025-07-15,0,0,0
13959,CMP0120,1859,2025-07-15,1,1,0
13960,CMP0120,1253,2025-07-15,0,0,0
13961,CMP0120,3807,2025-07-15,1,0,0
13962,CMP0120,59,2025-07-15,0,0,0
13963,CMP0120,56,2025-07-15,0,0,0
13964,CMP0120,3057,2025-07-15,0,0,0
13965,CMP0120,3061,2025-07-15,1,0,0
13966,CMP0120,1619,2025-07-15,1,0,0
13967,CMP0120,201,2025-07-15,0,0,0
13968,CMP0120,3842,2025-07-15,0,0,0
13969,CMP0120,2641,2025-07-15,0,0,0
13970,CMP0120,534,2025-07-15,0,0,0
13971,CMP0120,2084,2025-07-15,0,0,0
13972,CMP0120,602,2025-07-15,0,0,0
13973,CMP0120,1284,2025-07-15,1,0,0
13974,CMP0120,3342,2025-07-15,0,0,0
13975,CMP0120,3924,2025-07-15,0,0,0
13976,CMP0120,349,2025-07-15,1,0,0
13977,CMP0120,3176,2025-07-15,0,0,0
13978,CMP0120,60,2025-07-15,0,0,0
13979,CMP0120,2483,2025-07-15,0,0,0
13980,CMP0120,3676,2025-07-15,1,0,0
13981,CMP0120,686,2025-07-15,0,0,0
13982,CMP0120,1904,2025-07-15,0,0,0
13983,CMP0120,1633,2025-07-15,0,0,0
13984,CMP0120,914,2025-07-15,1,0,0
13985,CMP0120,3127,2025-07-15,0,0,0
13986,CMP0120,616,2025-07-15,0,0,0
13987,CMP0120,1889,2025-07-15,1,0,0
13988,CMP0120,1226,2025-07-15,0,0,0
13989,CMP0120,852,2025-07-15,0,0,0
13990,CMP0120,3959,2025-07-15,0,0,0
13991,CMP0120,2940,2025-07-15,1,1,0
13992,CMP0120,740,2025-07-15,1,0,0
13993,CMP0120,3668,2025-07-15,0,0,0
13994,CMP0120,1296,2025-07-15,1,0,0
13995,CMP0120,3607,2025-07-15,0,0,0
13996,CMP0120,2436,2025-07-15,0,0,0
13997,CMP0120,3101,2025-07-15,0,0,0
13998,CMP0120,2034,2025-07-15,0,0,0
13999,CMP0120,3440,2025-07-15,0,0,0
14000,CMP0120,599,2025-07-15,0,0,0
14001,CMP0120,1855,2025-07-15,1,0,0
14002,CMP0120,1875,2025-07-15,1,0,0
14003,CMP0120,263,2025-07-15,1,1,0
14004,CMP0120,2926,2025-07-15,1,0,0
14005,CMP0120,275,2025-07-15,0,0,0
14006,CMP0120,1551,2025-07-15,0,0,0
14007,CMP0120,484,2025-07-15,0,0,0
14008,CMP0120,779,2025-07-15,1,1,0
14009,CMP0120,2859,2025-07-15,0,0,0
14010,CMP0120,979,2025-07-15,1,0,0
14011,CMP0120,3416,2025-07-15,0,0,0
14012,CMP0120,3901,2025-07-15,0,0,0
14013,CMP0120,802,2025-07-15,0,0,0
14014,CMP0120,3588,2025-07-15,0,0,0
14015,CMP0120,3117,2025-07-15,0,0,0
14016,CMP0120,3436,2025-07-15,1,0,0
14017,CMP0120,2358,2025-07-15,0,0,0
14018,CMP0120,137,2025-07-15,0,0,0
14019,CMP0120,3527,2025-07-15,0,0,0
14020,CMP0120,3563,2025-07-15,0,0,0
14021,CMP0120,865,2025-07-15,1,0,0
14022,CMP0120,3849,2025-07-15,0,0,0
14023,CMP0120,2962,2025-07-15,0,0,0
14024,CMP0120,3948,2025-07-15,0,0,0
14025,CMP0120,452,2025-07-15,0,0,0
14026,CMP0120,570,2025-07-15,0,0,0
14027,CMP0120,2071,2025-07-15,0,0,0
14028,CMP0120,2173,2025-07-15,0,0,0
14029,CMP0120,246,2025-07-15,0,0,0
14030,CMP0120,3677,2025-07-15,0,0,0
14031,CMP0120,2242,2025-07-15,1,0,0
14032,CMP0120,842,2025-07-15,0,0,0
14033,CMP0120,3497,2025-07-15,0,0,0
14034,CMP0120,3891,2025-07-15,1,1,0
14035,CMP0120,2697,2025-07-15,0,0,0
14036,CMP0120,293,2025-07-15,0,0,0
14037,CMP0120,1298,2025-07-15,0,0,0
14038,CMP0120,1260,2025-07-15,0,0,0
14039,CMP0120,1068,2025-07-15,0,0,0
14040,CMP0120,2763,2025-07-15,0,0,0
14041,CMP0120,3981,2025-07-15,0,0,0
14042,CMP0120,1963,2025-07-15,0,0,0
14043,CMP0026,1676,2024-11-14,1,1,0
14044,CMP0026,1528,2024-11-14,0,0,0
14045,CMP0026,3046,2024-11-14,0,0,0
14046,CMP0026,430,2024-11-14,1,0,0
14047,CMP0026,1514,2024-11-14,0,0,0
14048,CMP0026,1974,2024-11-14,0,0,0
14049,CMP0026,344,2024-11-14,0,0,0
14050,CMP0026,3011,2024-11-14,0,0,0
14051,CMP0026,880,2024-11-14,1,1,0
14052,CMP0026,32,2024-11-14,1,1,0
14053,CMP0026,2050,2024-11-14,0,0,0
14054,CMP0026,3361,2024-11-14,0,0,0
14055,CMP0026,1918,2024-11-14,1,0,0
14056,CMP0026,3512,2024-11-14,0,0,0
14057,CMP0026,1933,2024-11-14,1,1,0
14058,CMP0026,1920,2024-11-14,1,0,0
14059,CMP0026,836,2024-11-14,0,0,0
14060,CMP0026,2755,2024-11-14,1,0,0
14061,CMP0026,3180,2024-11-14,0,0,0
14062,CMP0026,1880,2024-11-14,0,0,0
14063,CMP0026,2357,2024-11-14,0,0,0
14064,CMP0026,3311,2024-11-14,1,0,0
14065,CMP0026,3033,2024-11-14,0,0,0
14066,CMP0026,2210,2024-11-14,0,0,0
14067,CMP0026,3146,2024-11-14,0,0,0
14068,CMP0026,2786,2024-11-14,0,0,0
14069,CMP0026,3167,2024-11-14,1,0,0
14070,CMP0026,2439,2024-11-14,0,0,0
14071,CMP0026,186,2024-11-14,0,0,0
14072,CMP0026,2711,2024-11-14,1,0,0
14073,CMP0026,352,2024-11-14,0,0,0
14074,CMP0026,3380,2024-11-14,0,0,0
14075,CMP0026,1387,2024-11-14,0,0,0
14076,CMP0026,1479,2024-11-14,0,0,0
14077,CMP0026,2530,2024-11-14,1,0,0
14078,CMP0026,3525,2024-11-14,0,0,0
14079,CMP0026,3117,2024-11-14,1,0,0
14080,CMP0026,3459,2024-11-14,0,0,0
14081,CMP0026,2381,2024-11-14,0,0,0
14082,CMP0026,841,2024-11-14,1,0,0
14083,CMP0026,3489,2024-11-14,1,0,0
14084,CMP0026,1284,2024-11-14,0,0,0
14085,CMP0026,988,2024-11-14,1,0,0
14086,CMP0026,1435,2024-11-14,1,0,0
14087,CMP0026,2306,2024-11-14,0,0,0
14088,CMP0026,3931,2024-11-14,0,0,0
14089,CMP0026,2536,2024-11-14,0,0,0
14090,CMP0026,2628,2024-11-14,0,0,0
14091,CMP0026,2582,2024-11-14,0,0,0
14092,CMP0026,1259,2024-11-14,0,0,0
14093,CMP0026,3286,2024-11-14,0,0,0
14094,CMP0026,3899,2024-11-14,1,0,0
14095,CMP0026,2218,2024-11-14,0,0,0
14096,CMP0026,2379,2024-11-14,1,0,0
14097,CMP0026,2137,2024-11-14,1,1,0
14098,CMP0026,45,2024-11-14,0,0,0
14099,CMP0026,3741,2024-11-14,0,1,0
14100,CMP0026,469,2024-11-14,1,0,0
14101,CMP0026,3418,2024-11-14,0,0,0
14102,CMP0026,2457,2024-11-14,0,0,0
14103,CMP0026,3739,2024-11-14,0,0,0
14104,CMP0026,3943,2024-11-14,0,0,0
14105,CMP0026,2675,2024-11-14,0,0,0
14106,CMP0026,1159,2024-11-14,1,0,0
14107,CMP0026,782,2024-11-14,0,0,0
14108,CMP0026,2358,2024-11-14,1,0,0
14109,CMP0026,3916,2024-11-14,0,0,0
14110,CMP0026,464,2024-11-14,0,0,0
14111,CMP0026,1864,2024-11-14,1,0,0
14112,CMP0026,3266,2024-11-14,0,0,0
14113,CMP0026,1129,2024-11-14,0,0,0
14114,CMP0026,3080,2024-11-14,0,0,0
14115,CMP0026,209,2024-11-14,0,0,0
14116,CMP0026,1071,2024-11-14,1,0,0
14117,CMP0026,299,2024-11-14,1,0,0
14118,CMP0026,1415,2024-11-14,0,1,0
14119,CMP0026,2067,2024-11-14,0,0,0
14120,CMP0026,2020,2024-11-14,0,0,0
14121,CMP0026,463,2024-11-14,0,0,0
14122,CMP0026,701,2024-11-14,1,0,0
14123,CMP0026,3767,2024-11-14,0,0,0
14124,CMP0026,61,2024-11-14,1,0,0
14125,CMP0026,804,2024-11-14,0,0,0
14126,CMP0026,1030,2024-11-14,0,0,0
14127,CMP0026,438,2024-11-14,0,0,0
14128,CMP0026,1906,2024-11-14,0,0,0
14129,CMP0026,2467,2024-11-14,0,0,0
14130,CMP0026,621,2024-11-14,1,0,0
14131,CMP0026,90,2024-11-14,0,0,0
14132,CMP0026,2524,2024-11-14,0,0,0
14133,CMP0026,1942,2024-11-14,0,0,0
14134,CMP0026,2140,2024-11-14,0,0,0
14135,CMP0026,1019,2024-11-14,0,0,0
14136,CMP0026,1342,2024-11-14,1,0,0
14137,CMP0026,3209,2024-11-14,1,0,0
14138,CMP0026,4015,2024-11-14,0,0,0
14139,CMP0026,2697,2024-11-14,0,0,0
14140,CMP0026,283,2024-11-14,0,0,0
14141,CMP0026,3892,2024-11-14,1,0,0
14142,CMP0026,374,2024-11-14,0,0,0
14143,CMP0026,3181,2024-11-14,0,0,0
14144,CMP0026,970,2024-11-14,1,0,0
14145,CMP0026,2629,2024-11-14,1,0,0
14146,CMP0026,1199,2024-11-14,1,0,0
14147,CMP0026,652,2024-11-14,1,1,0
14148,CMP0026,3855,2024-11-14,1,0,0
14149,CMP0026,3093,2024-11-14,0,0,0
14150,CMP0026,432,2024-11-14,0,0,0
14151,CMP0026,1121,2024-11-14,0,0,0
14152,CMP0026,1924,2024-11-14,0,0,0
14153,CMP0026,2295,2024-11-14,1,0,0
14154,CMP0026,216,2024-11-14,0,0,0
14155,CMP0026,1754,2024-11-14,1,0,0
14156,CMP0026,2268,2024-11-14,1,0,0
14157,CMP0026,2312,2024-11-14,0,0,0
14158,CMP0026,436,2024-11-14,0,0,0
14159,CMP0026,3714,2024-11-14,0,0,0
14160,CMP0026,492,2024-11-14,0,0,0
14161,CMP0026,3517,2024-11-14,0,0,0
14162,CMP0026,1775,2024-11-14,0,0,0
14163,CMP0026,2682,2024-11-14,0,0,0
14164,CMP0026,2656,2024-11-14,0,0,0
14165,CMP0026,212,2024-11-14,0,0,0
14166,CMP0026,381,2024-11-14,0,0,0
14167,CMP0026,3278,2024-11-14,0,0,0
14168,CMP0026,3967,2024-11-14,1,1,0
14169,CMP0026,3904,2024-11-14,0,0,0
14170,CMP0026,649,2024-11-14,0,0,0
14171,CMP0026,3573,2024-11-14,0,0,0
14172,CMP0026,1029,2024-11-14,1,0,0
14173,CMP0026,982,2024-11-14,0,0,0
14174,CMP0026,3889,2024-11-14,1,0,0
14175,CMP0026,672,2024-11-14,0,0,0
14176,CMP0026,2322,2024-11-14,1,0,0
14177,CMP0026,2562,2024-11-14,0,0,0
14178,CMP0026,3919,2024-11-14,0,0,0
14179,CMP0026,2646,2024-11-14,1,0,0
14180,CMP0026,2226,2024-11-14,1,0,0
14181,CMP0026,1902,2024-11-14,0,0,0
14182,CMP0026,2249,2024-11-14,0,0,0
14183,CMP0026,641,2024-11-14,1,1,0
14184,CMP0026,2972,2024-11-14,0,0,0
14185,CMP0026,2768,2024-11-14,1,0,0
14186,CMP0026,2668,2024-11-14,0,0,0
14187,CMP0026,392,2024-11-14,0,0,0
14188,CMP0026,361,2024-11-14,0,1,0
14189,CMP0026,2378,2024-11-14,1,0,0
14190,CMP0026,3160,2024-11-14,0,0,0
14191,CMP0026,1169,2024-11-14,0,0,0
14192,CMP0026,74,2024-11-14,0,0,0
14193,CMP0026,3831,2024-11-14,0,0,0
14194,CMP0026,2626,2024-11-14,0,0,0
14195,CMP0026,3103,2024-11-14,0,0,0
14196,CMP0026,2878,2024-11-14,1,0,0
14197,CMP0026,3876,2024-11-14,1,1,0
14198,CMP0026,1624,2024-11-14,0,0,0
14199,CMP0026,2075,2024-11-14,0,0,0
14200,CMP0026,3837,2024-11-14,0,1,0
14201,CMP0026,3683,2024-11-14,0,0,0
14202,CMP0026,1304,2024-11-14,0,0,0
14203,CMP0026,36,2024-11-14,0,0,0
14204,CMP0026,3495,2024-11-14,1,0,0
14205,CMP0026,1434,2024-11-14,1,0,0
14206,CMP0026,3623,2024-11-14,0,0,0
14207,CMP0026,445,2024-11-14,1,0,0
14208,CMP0026,9,2024-11-14,1,1,0
14209,CMP0026,2272,2024-11-14,1,0,0
14210,CMP0026,1653,2024-11-14,1,0,0
14211,CMP0026,1243,2024-11-14,0,0,0
14212,CMP0026,490,2024-11-14,0,0,0
14213,CMP0026,3677,2024-11-14,1,0,0
14214,CMP0026,500,2024-11-14,0,0,0
14215,CMP0026,3527,2024-11-14,1,1,0
14216,CMP0026,1321,2024-11-14,0,0,0
14217,CMP0026,3832,2024-11-14,1,0,0
14218,CMP0026,3898,2024-11-14,1,0,0
14219,CMP0026,676,2024-11-14,0,0,0
14220,CMP0026,3112,2024-11-14,0,0,0
14221,CMP0026,1036,2024-11-14,0,0,0
14222,CMP0026,2705,2024-11-14,1,0,0
14223,CMP0026,1594,2024-11-14,1,0,0
14224,CMP0026,570,2024-11-14,1,0,0
14225,CMP0026,2362,2024-11-14,0,0,0
14226,CMP0026,1344,2024-11-14,0,0,0
14227,CMP0026,1827,2024-11-14,0,0,0
14228,CMP0026,225,2024-11-14,0,0,0
14229,CMP0026,3547,2024-11-14,0,0,0
14230,CMP0026,585,2024-11-14,1,0,0
14231,CMP0026,1379,2024-11-14,0,0,0
14232,CMP0026,2620,2024-11-14,0,0,0
14233,CMP0026,1717,2024-11-14,1,0,0
14234,CMP0026,1432,2024-11-14,0,0,0
14235,CMP0026,3497,2024-11-14,1,0,0
14236,CMP0026,3128,2024-11-14,0,0,0
14237,CMP0026,2698,2024-11-14,0,0,0
14238,CMP0026,3440,2024-11-14,0,0,0
14239,CMP0026,489,2024-11-14,0,0,0
14240,CMP0026,1637,2024-11-14,0,0,0
14241,CMP0026,3291,2024-11-14,1,0,0
14242,CMP0026,524,2024-11-14,0,0,0
14243,CMP0026,629,2024-11-14,0,0,0
14244,CMP0026,17,2024-11-14,0,0,0
14245,CMP0026,70,2024-11-14,0,0,0
14246,CMP0026,1327,2024-11-14,1,0,0
14247,CMP0026,1741,2024-11-14,0,0,0
14248,CMP0026,2280,2024-11-14,0,0,0
14249,CMP0026,2801,2024-11-14,0,0,0
14250,CMP0026,3528,2024-11-14,0,0,0
14251,CMP0026,1970,2024-11-14,0,0,0
14252,CMP0026,3933,2024-11-14,0,0,0
14253,CMP0026,761,2024-11-14,0,0,0
14254,CMP0026,160,2024-11-14,0,0,0
14255,CMP0026,1428,2024-11-14,0,0,0
14256,CMP0026,1714,2024-11-14,0,0,0
14257,CMP0026,3317,2024-11-14,0,0,0
14258,CMP0026,2782,2024-11-14,1,1,0
14259,CMP0026,2658,2024-11-14,0,0,0
14260,CMP0026,323,2024-11-14,1,0,0
14261,CMP0026,1702,2024-11-14,0,0,0
14262,CMP0026,2890,2024-11-14,0,0,0
14263,CMP0026,2097,2024-11-14,0,0,0
14264,CMP0026,3496,2024-11-14,0,0,0
14265,CMP0026,3428,2024-11-14,0,0,0
14266,CMP0026,2546,2024-11-14,0,0,0
14267,CMP0026,770,2024-11-14,0,0,0
14268,CMP0026,504,2024-11-14,1,0,0
14269,CMP0026,444,2024-11-14,0,0,0
14270,CMP0026,1859,2024-11-14,0,0,0
14271,CMP0026,3101,2024-11-14,0,0,0
14272,CMP0026,289,2024-11-14,1,0,0
14273,CMP0026,1517,2024-11-14,0,0,0
14274,CMP0026,697,2024-11-14,0,0,0
14275,CMP0026,1732,2024-11-14,0,0,0
14276,CMP0026,1791,2024-11-14,0,0,0
14277,CMP0026,2498,2024-11-14,0,0,0
14278,CMP0026,3812,2024-11-14,0,0,0
14279,CMP0026,3719,2024-11-14,1,0,0
14280,CMP0026,1382,2024-11-14,0,0,0
14281,CMP0026,785,2024-11-14,1,0,0
14282,CMP0026,3912,2024-11-14,0,0,0
14283,CMP0026,1340,2024-11-14,0,0,0
14284,CMP0026,2257,2024-11-14,0,0,0
14285,CMP0026,3510,2024-11-14,0,0,0
14286,CMP0026,2308,2024-11-14,0,0,0
14287,CMP0026,2798,2024-11-14,1,0,0
14288,CMP0026,1216,2024-11-14,0,0,0
14289,CMP0026,3327,2024-11-14,1,1,0
14290,CMP0026,3682,2024-11-14,0,0,0
14291,CMP0026,874,2024-11-14,1,0,0
14292,CMP0026,2860,2024-11-14,0,0,0
14293,CMP0026,1565,2024-11-14,1,0,0
14294,CMP0026,2571,2024-11-14,0,0,0
14295,CMP0026,707,2024-11-14,0,0,0
14296,CMP0026,1013,2024-11-14,1,0,0
14297,CMP0026,2244,2024-11-14,1,0,0
14298,CMP0026,2239,2024-11-14,1,0,0
14299,CMP0026,3197,2024-11-14,0,0,0
14300,CMP0026,3817,2024-11-14,0,0,0
14301,CMP0026,616,2024-11-14,1,0,0
14302,CMP0026,1692,2024-11-14,1,0,0
14303,CMP0026,3882,2024-11-14,0,0,0
14304,CMP0026,3292,2024-11-14,0,0,0
14305,CMP0026,825,2024-11-14,0,0,0
14306,CMP0026,2145,2024-11-14,1,1,0
14307,CMP0026,2494,2024-11-14,1,1,0
14308,CMP0026,2506,2024-11-14,1,0,0
14309,CMP0026,3786,2024-11-14,0,0,0
14310,CMP0026,1757,2024-11-14,0,0,0
14311,CMP0026,3766,2024-11-14,0,0,0
14312,CMP0026,60,2024-11-14,0,1,0
14313,CMP0026,2789,2024-11-14,0,0,0
14314,CMP0026,771,2024-11-14,0,0,0
14315,CMP0026,865,2024-11-14,0,0,0
14316,CMP0026,2535,2024-11-14,0,0,0
14317,CMP0026,171,2024-11-14,1,0,0
14318,CMP0026,1568,2024-11-14,1,0,0
14319,CMP0026,3392,2024-11-14,0,0,0
14320,CMP0026,2076,2024-11-14,1,0,0
14321,CMP0026,945,2024-11-14,0,0,0
14322,CMP0026,3176,2024-11-14,1,1,0
14323,CMP0026,2739,2024-11-14,0,0,0
14324,CMP0026,3417,2024-11-14,0,0,0
14325,CMP0026,62,2024-11-14,1,0,0
14326,CMP0026,2340,2024-11-14,1,0,0
14327,CMP0026,1399,2024-11-14,1,1,0
14328,CMP0026,2388,2024-11-14,1,0,0
14329,CMP0026,3995,2024-11-14,0,0,0
14330,CMP0026,2813,2024-11-14,0,0,0
14331,CMP0026,736,2024-11-14,0,0,0
14332,CMP0026,101,2024-11-14,0,0,0
14333,CMP0026,820,2024-11-14,0,0,0
14334,CMP0026,1334,2024-11-14,0,0,0
14335,CMP0026,517,2024-11-14,0,0,0
14336,CMP0026,1502,2024-11-14,0,0,0
14337,CMP0026,3436,2024-11-14,1,0,0
14338,CMP0026,1803,2024-11-14,0,0,0
14339,CMP0026,3460,2024-11-14,0,0,0
14340,CMP0026,40,2024-11-14,0,0,0
14341,CMP0026,297,2024-11-14,0,0,0
14342,CMP0026,3661,2024-11-14,0,0,0
14343,CMP0026,3888,2024-11-14,0,0,0
14344,CMP0026,1873,2024-11-14,0,0,0
14345,CMP0026,1180,2024-11-14,0,0,0
14346,CMP0026,3554,2024-11-14,0,0,0
14347,CMP0026,2393,2024-11-14,0,0,0
14348,CMP0026,376,2024-11-14,1,0,0
14349,CMP0026,2158,2024-11-14,0,0,0
14350,CMP0026,2444,2024-11-14,0,0,0
14351,CMP0026,2139,2024-11-14,1,0,0
14352,CMP0026,2486,2024-11-14,1,1,0
14353,CMP0026,2273,2024-11-14,0,0,0
14354,CMP0026,1620,2024-11-14,0,0,0
14355,CMP0026,3800,2024-11-14,1,0,0
14356,CMP0026,2968,2024-11-14,0,0,0
14357,CMP0026,860,2024-11-14,0,0,0
14358,CMP0026,1034,2024-11-14,0,0,0
14359,CMP0026,3960,2024-11-14,1,0,0
14360,CMP0026,1283,2024-11-14,1,0,0
14361,CMP0026,2736,2024-11-14,1,0,0
14362,CMP0026,3875,2024-11-14,1,1,0
14363,CMP0026,11,2024-11-14,0,0,0
14364,CMP0026,1446,2024-11-14,0,0,0
14365,CMP0026,1556,2024-11-14,1,0,0
14366,CMP0026,196,2024-11-14,0,0,0
14367,CMP0026,3679,2024-11-14,0,0,0
14368,CMP0026,27,2024-11-14,1,1,0
